name,logo,banner,description,tagLine,followerCount,website,domain,location,companyAddress,phone,industry,companySize,headquarters,founded,specialties,mainCompanyID,linkedinID,salesNavigatorLink,employeesOnLinkedIn,companyName,query,timestamp,companyUrl,error,isClaimable
Favn,https://media.licdn.com/dms/image/C4E0BAQH7HKksbBemeQ/company-logo_200_200/0/1609524456973?e=1691625600&v=beta&t=NbxAomeaTkDIJHTyt43cg74gcKuDdVSYwkt0fiu2ck0,https://media.licdn.com/dms/image/C4E1BAQELVsFBiJQ_1A/company-background_10000/0/1632318706747?e=1683910800&v=beta&t=8z49JNvute621WB3IrpaPdhHo9QKt86WoGib_955Ns8,"Favn skaper morgendagens digitale løsninger for din organisasjon. Våre tjenester passer både for startups og etablerte selskaper.
🌎 Fremtidsrettet
💡 Kvalitet
👩🏼‍🤝‍👨🏽 Inkluderende",Vi leverer robust programvare kjapt.,162,https://favn.com/,https://favn.com,Trondheim,"Kjøpmannsgata 59, Trondheim, Trondelag 7011, NO",,Software Development,11-50 employees,"Trondheim, Trondelag",2020,,42392779,42392779,https://www.linkedin.com/sales/company/42392779/,19,Favn,https://www.linkedin.com/company/42392779/,2023-05-05T16:26:19.320Z,https://www.linkedin.com/company/favnsoftware/,,
Hash Studio,https://media.licdn.com/dms/image/C560BAQHSVKrIEA0NDQ/company-logo_200_200/0/1546721605085?e=1691625600&v=beta&t=QV2NiNzXvDNMIWTgXayODzvUszLuFDPhxXwjuEBOUhI,,WE are a software house,,468,https://hashstudio.com,https://hashstudio.com,Shbeen EL Koom,"Shbeen EL Koom,   EG",,Software Development,11-50 employees,,,,18964824,18964824,https://www.linkedin.com/sales/company/18964824/,15,Hash Studio,https://www.linkedin.com/company/18964824/,2023-05-05T16:26:27.100Z,https://www.linkedin.com/company/hashstudio/,,
Future City Egypt Competition.,,,,,64,http://www.fc.ieee.org.eg,fc.ieee.org.eg,,,,Non-profit Organization Management,,,,,1531864,1531864,https://www.linkedin.com/sales/company/1531864/,5,Future City Egypt Competition.,https://www.linkedin.com/company/1531864/,2023-05-05T16:26:34.112Z,https://www.linkedin.com/company/future-city-egypt-competition./,,
G2K Group,https://media.licdn.com/dms/image/C4E0BAQFt-w0qSg5XdA/company-logo_200_200/0/1594998308569?e=1691625600&v=beta&t=Jdq9VjWh8OOLsY2s_osrK41A87vFOexprRDU6qp9-EQ,https://media.licdn.com/dms/image/D4E1BAQGBdBOci66JlA/company-background_10000/0/1677531867069?e=1683910800&v=beta&t=yzHxvUYeuZsWA_majTd6hQFfadAHWWZ5-ASS95LK4s8,"In a world full of data, we help our customers worldwide be sustainable, efficient and secure. TOP Supplier Retail 2023. TOP 100 most innovative company in Germany.

Imagine if data points and IoT data could be correlated, connected and orchestrated. It would be a world full of data insights, data-driven actions and predictions. Now stop imagining and start acting: We are building this world today. With Parsifal, the number one AI-conductor.

Parsifal turns information into knowledge, cities into smart and retail into revenue. 

Parsifal orchestrates all the information available and is then becoming an anchor for sustainable success.

Our AI platform Parsifal works successfully in Smart Retail, Smart Cities and Smart Industry - providing better customer experience, enhanced operational excellence and higher security.","In a world of data we help customers to be sustainable, efficient and secure. TOP 100 most innovative company in Germany",7268,http://www.g2k.ai,g2k.ai,Berlin,"Königin-Luise Straße 31, Berlin, 14195, DE",,Information Technology & Services,201-500 employees,,2012,"Improving Situation Awareness, Risk Management, Cutting edge technology, Data Analytics, Cloud, artificial intelligence, internet of things, Smart Retail, Smart Industry, and Smart City",10404112,10404112,https://www.linkedin.com/sales/company/10404112/,216,G2K Group,https://www.linkedin.com/company/10404112/,2023-05-05T16:26:42.543Z,https://www.linkedin.com/company/good-2-know/,,
Capgemini,https://media.licdn.com/dms/image/C560BAQGPOZaUJfhVRg/company-logo_200_200/0/1675438775811?e=1691625600&v=beta&t=W7qhR6-k-k4oilXMgEXA5Me9m_IOIqtyD3uwD8MAFaY,https://media.licdn.com/dms/image/D561BAQFBk3ARIJII7A/company-background_10000/0/1675438879696?e=1683910800&v=beta&t=5u7FDfGqrnl5dKXx2KBMBSxhSMck529MzS3amCFvdf8,"Capgemini is a global leader in partnering with companies to transform and manage their business by harnessing the power of technology. The Group is guided everyday by its purpose of unleashing human energy through technology for an inclusive and sustainable future. It is a responsible and diverse organization of 360,000 team members in more than 50 countries. With its strong 55-year heritage and deep industry expertise, Capgemini is trusted by its clients to address the entire breadth of their business needs, from strategy and design to operations, fueled by the fast evolving and innovative world of cloud, data, AI, connectivity, software, digital engineering and platforms. The Group reported in 2022 global revenues of €22 billion.

Get The Future You Want | www.capgemini.com
",Get the Future You Want,5757757,https://www.capgemini.com,https://capgemini.com,Paris,"Place de l'Étoile, Paris, 75017, FR",,IT Services and IT Consulting,"10,001+ employees","Paris, France",,"Outsourcing, Process Consulting, Package Based Solutions, Custom Solution Development, Application Management, Business Information Management, Artificial Intelligence, Business Consulting, Cloud, Digital, and Managed Services",157240,"157240,1956,8643,2536505,2229436,74255,1075,87513,163711,1128879,505336",https://www.linkedin.com/sales/company/157240/,282328,Capgemini,https://www.linkedin.com/company/157240/,2023-05-05T16:26:50.850Z,https://www.linkedin.com/company/capgemini/,,
Spiritude,https://media.licdn.com/dms/image/C4D0BAQGaJHic80sXiw/company-logo_200_200/0/1680095550878?e=1691625600&v=beta&t=le5Y8sPG4bI8o3kBk4TOyEjIdNmN1VqdVJwEiggaG1I,https://media.licdn.com/dms/image/D4D1BAQGNXvFzYbjQAA/company-background_10000/0/1680095587636?e=1683910800&v=beta&t=RLDZqCk6G9pWGT-G3Jq_7WiG7UM6cu3nY6ENFV_uowo,"Spiritude is a pioneering IT solutions company that operates in UK, KSA, Dubai and in Egypt. 

We offer you a variety of services and solutions that are tailor-made for your business needs. When you share your challenges with us, we translate them into innovative, bold and unique technology solutions. 

We are experts in the latest technologies within software development, Software Testing, IoT, and cyber security and Digital Marketing.
",YOUR DIGITAL SUIT,2756,https://spiritude.co/,https://spiritude.co,Dubai,"Dubai, AE",01113851175,Information Technology & Services,11-50 employees,"Dubai, Dubai",2021,"Software Development, Software Testing, Cyber Security, Digital Marketing, and IoT Solutions",71508348,71508348,https://www.linkedin.com/sales/company/71508348/,21,Spiritude,https://www.linkedin.com/company/71508348/,2023-05-05T16:26:58.951Z,https://www.linkedin.com/company/spiritude/,,
XDev Company,https://media.licdn.com/dms/image/C4E0BAQHefNbu8-7-EQ/company-logo_200_200/0/1519873115967?e=1691625600&v=beta&t=bNQ5tmbBi5-iAFAzIgN75i1y0rTT4oJ1sMDK3ijmACw,,"XDev has been delivering full cycle software development services to customers in all over Egypt and Extending outside to a global level. XDev is a team of entrepreneurs and freelancers students and we offering a well-balanced blend of technology skills, domain knowledge, hands-on experience, effective methodology and passion for IT.",,375,http://www.facebook.com/xdev.co,facebook.com/xdev.co,,"EG | Cairo, القاهرة 11697, EG",,Software Development,11-50 employees,,2015,"Web Development/Design, Mobile Development / Design, Graphic Design, Motion Graphic, UI/UX , Android Development , and Android Development",12907724,12907724,https://www.linkedin.com/sales/company/12907724/,6,XDev Company,https://www.linkedin.com/company/12907724/,2023-05-05T16:27:07.127Z,https://www.linkedin.com/company/xdev-company/,,
Cultiv LLC,https://media.licdn.com/dms/image/C4D0BAQFxs-rPfKf4PQ/company-logo_200_200/0/1657292685187?e=1691625600&v=beta&t=0k9JDf56Jtl6N5o6Zh39Ch54FzlGrNM2DPDnYnayulo,,"Cultiv is a collective of interdependent companies working on a diverse set of activities related to innovation. The members of Cultiv include Innoventures, Ideaspace, and GIE, among others, which have been operating in this field since 2011. The vision of this collective is based on cultivating people, ideas, knowledge, and culture through innovation, and its goal is to empower innovators, entrepreneurs, technologists and designers in Egypt and the region. Cultiv achieves this through the combined offering of its members, which include investing in startups, capacity building, creating and running innovation spaces, and running nationwide and regional competitions and educational and networking programs.

The Cultiv name was chosen to represent this group, inspiring brand meanings related to:

cultivating people and ideas;
valuing culture and how we change with it;
bringing together a collective of diverse and visionary companies and individuals;
creating a cult of innovation.
Cultiv LLC is registered as a Limited Liability Company in the USA and in Egypt.",Cultiv is a collective of interdependent companies working on a diverse set of activities related to innovation.,1078,http://www.cultiv.llc,cultiv.llc,Cairo,"124 Othman Ibn Afan Street, Heliopolis, Cairo, Cairo, 11361, EG",,Business Consulting and Services,11-50 employees,,,,69222343,69222343,https://www.linkedin.com/sales/company/69222343/,24,Cultiv LLC,https://www.linkedin.com/company/69222343/,2023-05-05T16:27:15.602Z,https://www.linkedin.com/company/cultivllc/,,
Rayyan Systems Inc.,https://media.licdn.com/dms/image/C4E0BAQEzGGxczl2D1g/company-logo_200_200/0/1653582488455?e=1691625600&v=beta&t=ct5QAlTmWTzykzFZvFaM8TGBzf4g-wL3cwV1YI9MSgI,https://media.licdn.com/dms/image/D561BAQFyBwpa4gyiKA/company-background_10000/0/1653494755641?e=1683910800&v=beta&t=KL7im66GIAC87JImTqmTmP3d6479DjROMJv3j95LdR8,"Rayyan is an AI assisted collaboration tool to conduct systematic literature reviews in far less time. As a SaaS, web and mobile based collaboration tool, Rayyan is compatible with remote work, distributed teams and even works offline. The highly popular AI and machine learning enhanced systematic literature review workflow saves researchers on average half the time over traditional DIY review methods. Researchers all over the world collaborate through Rayyan to complete their systematic reviews with precision, efficiency, and speed.",AI assisted Systematic Literature Review in far less time!,781,http://www.rayyan.ai,rayyan.ai,Cambridge,"Cambridge, MA 02142, US",+1-617-453-2567,Software Development,2-10 employees,"Cambridge, MA",2020,"Systematic Review, Systematic Literature Review, Meta-analysis, Collaboration, Remote Work, Research, Science, Publishing, Articles, Text Mining, Natural Language Processing, Machine Learning, Artificial Intelligence, AI, systematic evidence review , and Literature Review",70879104,70879104,https://www.linkedin.com/sales/company/70879104/,15,Rayyan Systems Inc.,https://www.linkedin.com/company/70879104/,2023-05-05T16:27:23.200Z,https://www.linkedin.com/company/rayyanapp/,,
34ML,https://media.licdn.com/dms/image/C560BAQFT4oDqMxzYiQ/company-logo_200_200/0/1548771624288?e=1691625600&v=beta&t=rRBGFdIEWCLrIvCSpEWlrwnGKC-t1vjI-rBifOUnd_o,https://media.licdn.com/dms/image/C561BAQF5jyMZPDIbVw/company-background_10000/0/1548771786951?e=1683910800&v=beta&t=s1vlVR_ZjS9aLbyN7tL5uMF-27tvUylKwCPVdznQhqc,"We build high-quality Apps / Sites. 34ML designs and develops exceptional Sites & Apps for all Android, iOS, and Oculus devices. 

On top of our UX, performance, and security capabilities, we bring more advanced skills to the table. From Augmented Reality & M-commerce apps to Virtual Reality and Machine Learning, 34ML has got you covered.",We connect companies with people by developing mobile apps and websites.,4188,https://34ml.com,https://34ml.com,El Nozha,"5 Dr. Ahmed Khalil Abd El Khaleq Street, 1, El Nozha, Cairo 11771, EG",+201015343434,Software Development,11-50 employees,"El Nozha, Cairo",2016,"Apps, iOS, Android, Virtual Reality, Augmented Reality, Ecommerce, Websites, Webapps, Oculus, Machine Learning, and UI/UX",13047994,13047994,https://www.linkedin.com/sales/company/13047994/,29,34ML,https://www.linkedin.com/company/13047994/,2023-05-05T16:27:31.055Z,https://www.linkedin.com/company/34ml/,,
SAPESCO - Sahara Petroleum Services,https://media.licdn.com/dms/image/C4D0BAQErFLvEYhESBg/company-logo_200_200/0/1609429828362?e=1691625600&v=beta&t=AotaLnz8FA1DGN2zI3ILQqbyGkoDdu2Y2DEAzY7WT1A,https://media.licdn.com/dms/image/C4E1BAQGsPwWl52MuZA/company-background_10000/0/1550443338105?e=1683910800&v=beta&t=4HM5V2Vqu6NL1R-ljdgTQregl8ukEGR0PekIetDjFBw,"SAPESCO  Company S.A.E is a regional leader with over thirty five years of experience in providing the oil and gas industry with a wide range of oilfield services using state-of-the-art techniques and proven technologies. 

SAPESCO’s expansive presence in the MENA region and the GCC provides a pivotal hub that ensures an accessible, reliable and timely delivery of an unparalleled quality of services. 

SAPESCO's operational bases are strategically located in Cairo - Egypt, in the heart of main oil & gas fields with local support infrastructure, positioned to provide a rapid response to clients'​ operational requirements. 

SAPESCO's zealous commitment to excellence offers the highest caliber of human resources, carrying out the most sophisticated upstream and downstream technologies, while placing paramount emphasis on Quality, Health, Safety and the environment. 

Today, SAPESCO offers a broad array of services and integrated solutions for oil and gas exploration, development and production with ongoing operations and branches covering the MENA region and the GCC.",Excellence Within Your Reach,45357,http://www.sapesco.com,sapesco.com,Cairo,"Zahraa El Maadi, Industrial Area, Fifth Section, Cairo, 11728, EG",+202 2519 4800,Oil and Gas,"501-1,000 employees",,1980,"Coiled Tubing, Nitrogen, Pumping & Stimulation, Pipeline & Chemical Cleaning, Mechanical & Pipe Recovery, Down Hole Gauges, Logging & Perforation, Well Testing & Slickline, Offshore Services, Tubular Running, Coring & Casing, Tape Storage & Field Acquistion, and Training",769205,769205,https://www.linkedin.com/sales/company/769205/,522,SAPESCO - Sahara Petroleum Services,https://www.linkedin.com/company/769205/,2023-05-05T16:27:39.159Z,https://www.linkedin.com/company/sahara-petroleum-services-sapesco-egypt-/,,
